"question_url","question_id","topic_name","question_name","level","platform"
"https://leetcode.com/problems/construct-quad-tree/","bb537d6624a311eea00ec590000439d6","tree-2","Find Duplicate Subtrees","medium","leetcode"
"https://leetcode.com/problems/minimum-cost-to-cut-a-stick/","bee1197824a011eea00ec590000439d6","dp-2","Minimum Cost to Cut a Stick","hard","leetcode"
"https://leetcode.com/problems/longest-substring-without-repeating-characters/?envType=list&envId=efdk2wsi","bfcc797c199711eea88ae3300d621ca4","strings","Longest Substring Without Repeating Characters","medium","leetcode"
"https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/?envType=list&envId=91kuzqsv","bfe136f41e2511eea23ee74466e6c372","stack","Remove All Adjacent Duplicates in String II","medium","leetcode"
"https://leetcode.com/problems/longest-common-prefix/","c0470ae81cc111eea5719f9e1997d77b","arrays","Longest Common Prefix","easy","leetcode"
"https://leetcode.com/problems/intersection-of-two-linked-lists/","c05a6326249711eea00ec590000439d6","linkedlist","Intersection of Two Linked Lists","easy","leetcode"
"https://leetcode.com/problems/diameter-of-binary-tree/","c0a6648c24a211eea00ec590000439d6","tree-2","Diameter of Binary Tree","easy","leetcode"
"https://leetcode.com/problems/majority-element-ii/?envType=list&envId=er2c1j13","c2c1307a198111eea88ae3300d621ca4","arrays","Majority Element II","medium","leetcode"
"https://leetcode.com/problems/delete-and-earn/","c4a85eea249e11eea00ec590000439d6","dp-1","Delete and Earn","medium","leetcode"
"https://leetcode.com/problems/merge-strings-alternately/","c51479ba1cc711eea5719f9e1997d77b","twoPointers","Merge Strings Alternately","easy","leetcode"
"https://leetcode.com/problems/baseball-game/","c65a510a1dc111eea5719f9e1997d77b","stack","Baseball Game","easy","leetcode"
"https://leetcode.com/problems/convert-bst-to-greater-tree/","c793186a24a411eea00ec590000439d6","tree-2","Convert BST to Greater Tree","medium","leetcode"
"https://leetcode.com/problems/split-array-largest-sum/","c8a68baa1e2411eea23ee74466e6c372","binarySearch","Split Array Largest Sum","hard","leetcode"
"https://leetcode.com/problems/check-completeness-of-a-binary-tree/","c8bfe1f624a311eea00ec590000439d6","tree-1","Check Completeness of a Binary Tree","medium","leetcode"
"https://leetcode.com/problems/subarray-sum-equals-k/","c9c864281cc511eea5719f9e1997d77b","arrays","Subarray Sum Equals K","medium","leetcode"
"https://leetcode.com/problems/next-greater-element-iii/","cc96a2e41dbc11eea5719f9e1997d77b","strings","Next Greater Element III","medium","leetcode"
"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/","cd60b680249f11eea00ec590000439d6","dp-2","Best Time to Buy and Sell Stock with Cooldown","medium","leetcode"
"https://leetcode.com/problems/two-sum/","cd96eb3c1cc111eea5719f9e1997d77b","arrays","Two Sum","easy","leetcode"
"https://leetcode.com/problems/remove-duplicate-letters/","cdbfb0ba1dbd11eea5719f9e1997d77b","strings","Remove Duplicate Letters","medium","leetcode"
"https://leetcode.com/problems/median-of-two-sorted-arrays/","d30ac3c21e2411eea23ee74466e6c372","binarySearch","Median of Two Sorted Arrays","hard","leetcode"
"https://leetcode.com/problems/longest-palindromic-substring/?envType=list&envId=efdk2wsi","d317bc62199711eea88ae3300d621ca4","strings","Longest Palindromic Substring","medium","leetcode"
"https://leetcode.com/problems/binary-tree-preorder-traversal/","d7126f1424a111eea00ec590000439d6","tree-1","Binary Tree Preorder Traversal","easy","leetcode"
"https://leetcode.com/problems/car-pooling/","d7ab3930249a11eea00ec590000439d6","heap","Car Pooling","medium","leetcode"
"https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/","d7bcc78e1cc711eea5719f9e1997d77b","twoPointers","Minimum Difference Between Highest and Lowest of K Scores","easy","leetcode"
"https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/","dc3cced424a211eea00ec590000439d6","tree-1","Convert Sorted Array to Binary Search Tree","easy","leetcode"
"https://leetcode.com/problems/valid-anagram/","dcd58f5e1cc111eea5719f9e1997d77b","arrays","Valid Anagram","easy","leetcode"
"https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/","dd92687424a311eea00ec590000439d6","tree-1","Construct Binary Tree from Inorder and Postorder Traversal","medium","leetcode"
"https://leetcode.com/problems/sort-colors/","ddff7a1c1cc511eea5719f9e1997d77b","arrays","Sort Colors","medium","leetcode"
"https://leetcode.com/problems/decode-string/?envType=list&envId=efdk2wsi","dfdd21da199711eea88ae3300d621ca4","strings","Decode String","medium","leetcode"
"https://leetcode.com/problems/insertion-sort-list/","e00177f4249811eea00ec590000439d6","linkedlist","Insertion Sort List","medium","leetcode"
"https://leetcode.com/problems/coin-change-ii/","e1b3c582249f11eea00ec590000439d6","dp-2","Coin Change II","medium","leetcode"
"https://leetcode.com/problems/word-break/","e364cfd61dbd11eea5719f9e1997d77b","strings","Word Break","medium","leetcode"
"https://leetcode.com/problems/minimum-cost-for-tickets/","e36b7646249e11eea00ec590000439d6","dp-1","Minimum Cost For Tickets","medium","leetcode"
"https://leetcode.com/problems/binary-tree-postorder-traversal/","e6162ce424a111eea00ec590000439d6","tree-1","Binary Tree Postorder Traversal","easy","leetcode"
"https://leetcode.com/problems/valid-palindrome-ii/","e675e5121cc711eea5719f9e1997d77b","twoPointers","Valid Palindrome II","easy","leetcode"
"https://leetcode.com/problems/split-two-strings-to-make-palindrome/","e71f12f4199811eea88ae3300d621ca4","twoPointers","Split Two Strings to Make Palindrome","medium","leetcode"
"https://leetcode.com/problems/path-sum/","e823aa1a24a211eea00ec590000439d6","tree-2","Path Sum","easy","leetcode"
"https://leetcode.com/problems/longest-palindromic-substring/","e8fbe812249d11eea00ec590000439d6","dp-1","Longest Palindromic Substring","medium","leetcode"
"https://leetcode.com/problems/kth-largest-element-in-a-stream/","eaa2a6be249911eea00ec590000439d6","heap","Kth Largest Element in a Stream","easy","leetcode"
"https://leetcode.com/problems/longest-consecutive-sequence/","ec1a79261cc511eea5719f9e1997d77b","arrays","Longest Consecutive Sequence","medium","leetcode"
"https://leetcode.com/problems/lru-cache/","ed01136a249811eea00ec590000439d6","linkedlist","LRU Cache","medium","leetcode"
"https://leetcode.com/problems/largest-number/","ed142ce41dbc11eea5719f9e1997d77b","strings","Largest Number","medium","leetcode"
"https://leetcode.com/problems/reorder-list/","ee5f3058249711eea00ec590000439d6","linkedlist","Reorder List","medium","leetcode"
"https://leetcode.com/problems/minimize-deviation-in-array/","eff6015a249a11eea00ec590000439d6","heap","Minimize Deviation in Array","hard","leetcode"
"https://leetcode.com/problems/valid-palindrome/","f301a2301cc711eea5719f9e1997d77b","twoPointers","Valid Palindrome","easy","leetcode"
"https://leetcode.com/problems/valid-parentheses/","f35b18c41e2511eea23ee74466e6c372","stack","Valid Parentheses","easy","leetcode"
"https://leetcode.com/problems/palindromic-substrings/","f4c39712249d11eea00ec590000439d6","dp-1","Palindromic Substrings","medium","leetcode"
"https://leetcode.com/problems/guess-number-higher-or-lower/","f5ac46fe1e2311eea23ee74466e6c372","binarySearch","Guess Number Higher or Lower","easy","leetcode"
"https://leetcode.com/problems/3sum/","f5df63a2199811eea88ae3300d621ca4","twoPointers","3Sum","medium","leetcode"
"https://leetcode.com/problems/valid-sudoku/","fa5138221cc511eea5719f9e1997d77b","arrays","Valid Sudoku","medium","leetcode"
"https://leetcode.com/problems/minimum-distance-between-bst-nodes/","fb9eae3224a211eea00ec590000439d6","tree-2","Minimum Distance Between BST Nodes","easy","leetcode"
"https://leetcode.com/problems/stone-game/","fc8e60b0249f11eea00ec590000439d6","dp-2","Stone Game","medium","leetcode"
"https://leetcode.com/problems/count-ways-to-build-good-strings/","fd0e4af6249e11eea00ec590000439d6","dp-2","Count Ways To Build Good Strings","medium","leetcode"
"https://leetcode.com/problems/search-a-2d-matrix/?envType=list&envId=9jlbghzr","fdde6b441e2411eea23ee74466e6c372","binarySearch","Search a 2D Matrix","medium","leetcode"
"https://leetcode.com/problems/merge-k-sorted-lists/","fe1885c0249811eea00ec590000439d6","linkedlist","Merge k Sorted Lists","hard","leetcode"
